Question ID,Question Title,Question Slug,Topic Tagged text,Topic Tagged ID
2046,Page Recommendations II,page-recommendations-ii,Database,VG9waWNUYWdOb2RlOjYxMDQz
2005,Check if All the Integers in a Range Are Covered,check-if-all-the-integers-in-a-range-are-covered,"Array,Hash Table,Prefix Sum","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjYxMDY4"
2006,Find the Student that Will Replace the Chalk,find-the-student-that-will-replace-the-chalk,"Array,Binary Search,Simulation,Prefix Sum","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjYxMDU1,VG9waWNUYWdOb2RlOjYxMDY4"
1311,Largest Magic Square,largest-magic-square,"Array,Matrix,Prefix Sum","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjYxMDUz,VG9waWNUYWdOb2RlOjYxMDY4"
2008,Minimum Cost to Change the Final Value of Expression,minimum-cost-to-change-the-final-value-of-expression,"Math,String,Dynamic Programming,Stack","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjE1"
2025,Redistribute Characters to Make All Strings Equal,redistribute-characters-to-make-all-strings-equal,"Hash Table,String,Counting","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjYxMDYy"
2027,Maximum Number of Removable Characters,maximum-number-of-removable-characters,"Array,String,Binary Search","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjEx"
2026,Merge Triplets to Form Target Triplet,merge-triplets-to-form-target-triplet,"Array,Greedy","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE3"
2028,The Earliest and Latest Rounds Where Players Compete,the-earliest-and-latest-rounds-where-players-compete,"Dynamic Programming,Memoization","VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjMz"
2047,Find a Peak Element II,find-a-peak-element-ii,"Array,Binary Search,Divide and Conquer,Matrix","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjEy,VG9waWNUYWdOb2RlOjYxMDUz"
2052,Depth of BST Given Insertion Order,depth-of-bst-given-insertion-order,"Tree,Binary Search Tree,Binary Tree,Ordered Set","VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjMw,VG9waWNUYWdOb2RlOjYxMDU3,VG9waWNUYWdOb2RlOjYxMDcw"
2032,Largest Odd Number in String,largest-odd-number-in-string,"Math,String,Greedy","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjE3"
2033,The Number of Full Rounds You Have Played,the-number-of-full-rounds-you-have-played,"Math,String","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEw"
2035,Count Sub Islands,count-sub-islands,"Array,Depth-First Search,Breadth-First Search,Union Find,Matrix","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjIz,VG9waWNUYWdOb2RlOjYxMDUz"
2034,Minimum Absolute Difference Queries,minimum-absolute-difference-queries,"Array,Hash Table","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY="
2057,Count Salary Categories,count-salary-categories,Database,VG9waWNUYWdOb2RlOjYxMDQz
2062,Game of Nim,game-of-nim,"Array,Math,Dynamic Programming,Bit Manipulation,Brainteaser,Game Theory","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjE5,VG9waWNUYWdOb2RlOjMy,VG9waWNUYWdOb2RlOjYxMDcz"
2020,Remove One Element to Make the Array Strictly Increasing,remove-one-element-to-make-the-array-strictly-increasing,Array,VG9waWNUYWdOb2RlOjU=
2021,Remove All Occurrences of a Substring,remove-all-occurrences-of-a-substring,String,VG9waWNUYWdOb2RlOjEw
2022,Maximum Alternating Subsequence Sum,maximum-alternating-subsequence-sum,"Array,Dynamic Programming","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz"
2023,Design Movie Rental System,design-movie-rental-system,"Array,Hash Table,Design,Heap (Priority Queue),Ordered Set","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjI1,VG9waWNUYWdOb2RlOjYxMDUw,VG9waWNUYWdOb2RlOjYxMDcw"
2042,Maximum Product Difference Between Two Pairs,maximum-product-difference-between-two-pairs,"Array,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjYxMDQ5"
2043,Cyclically Rotating a Grid,cyclically-rotating-a-grid,"Array,Matrix,Simulation","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjYxMDUz,VG9waWNUYWdOb2RlOjYxMDU1"
2044,Number of Wonderful Substrings,number-of-wonderful-substrings,"Hash Table,String,Bit Manipulation,Prefix Sum","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjE5,VG9waWNUYWdOb2RlOjYxMDY4"
1313,Count Ways to Build Rooms in an Ant Colony,count-ways-to-build-rooms-in-an-ant-colony,"Math,Dynamic Programming,Tree,Graph,Topological Sort,Combinatorics","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjI0,VG9waWNUYWdOb2RlOjI2,VG9waWNUYWdOb2RlOjYxMDU2"
2063,Leetcodify Friends Recommendations,leetcodify-friends-recommendations,Database,VG9waWNUYWdOb2RlOjYxMDQz
2069,Kth Smallest Subarray Sum,kth-smallest-subarray-sum,"Array,Binary Search,Sliding Window","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjU1ODIx"
2064,Leetcodify Similar Friends,leetcodify-similar-friends,Database,VG9waWNUYWdOb2RlOjYxMDQz
2048,Build Array from Permutation,build-array-from-permutation,"Array,Simulation","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjYxMDU1"
2049,Eliminate Maximum Number of Monsters,eliminate-maximum-number-of-monsters,"Array,Greedy,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjYxMDQ5"
2050,Count Good Numbers,count-good-numbers,"Math,Recursion","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjMx"
2051,Longest Common Subpath,longest-common-subpath,"Array,Binary Search,Rolling Hash,Suffix Array,Hash Function","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjU2NTk4,VG9waWNUYWdOb2RlOjU2Njk4,VG9waWNUYWdOb2RlOjYxMDY1"
2074,Erect the Fence II,erect-the-fence-ii,"Array,Math,Geometry","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjM4"
2037,Count Square Sum Triples,count-square-sum-triples,"Math,Enumeration","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjYxMDY2"
2038,Nearest Exit from Entrance in Maze,nearest-exit-from-entrance-in-maze,"Array,Breadth-First Search,Matrix","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjYxMDUz"
2039,Sum Game,sum-game,"Math,Greedy,Game Theory","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjYxMDcz"
2040,Minimum Cost to Reach Destination in Time,minimum-cost-to-reach-destination-in-time,"Dynamic Programming,Graph","VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjI0"
2058,Concatenation of Array,concatenation-of-array,Array,VG9waWNUYWdOb2RlOjU=
2059,Unique Length-3 Palindromic Subsequences,unique-length-3-palindromic-subsequences,"Hash Table,String,Prefix Sum","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjYxMDY4"
2061,Painting a Grid With Three Different Colors,painting-a-grid-with-three-different-colors,Dynamic Programming,VG9waWNUYWdOb2RlOjEz
2060,Merge BSTs to Create Single BST,merge-bsts-to-create-single-bst,"Hash Table,Binary Search,Tree,Depth-First Search,Binary Tree","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjYxMDU3"
2070,Check if String Is Decomposable Into Value-Equal Substrings,check-if-string-is-decomposable-into-value-equal-substrings,String,VG9waWNUYWdOb2RlOjEw
2087,Confirmation Rate,confirmation-rate,Database,VG9waWNUYWdOb2RlOjYxMDQz
1264,Maximum Number of Words You Can Type,maximum-number-of-words-you-can-type,"Hash Table,String","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw"
2066,Add Minimum Number of Rungs,add-minimum-number-of-rungs,"Array,Greedy","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE3"
2067,Maximum Number of Points with Cost,maximum-number-of-points-with-cost,"Array,Dynamic Programming","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz"
2068,Maximum Genetic Difference Query,maximum-genetic-difference-query,"Array,Bit Manipulation,Trie","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE5,VG9waWNUYWdOb2RlOjI3"
2092,Users That Actively Request Confirmation Messages,users-that-actively-request-confirmation-messages,Database,VG9waWNUYWdOb2RlOjYxMDQz
2071,Longest Common Subsequence Between Sorted Arrays,longest-common-subsequence-between-sorted-arrays,"Array,Hash Table,Counting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjYxMDYy"
2053,Check if All Characters Have Equal Number of Occurrences,check-if-all-characters-have-equal-number-of-occurrences,"Hash Table,String,Counting","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjYxMDYy"
2054,The Number of the Smallest Unoccupied Chair,the-number-of-the-smallest-unoccupied-chair,"Array,Heap (Priority Queue),Ordered Set","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjYxMDUw,VG9waWNUYWdOb2RlOjYxMDcw"
2055,Describe the Painting,describe-the-painting,"Array,Prefix Sum","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjYxMDY4"
1305,Number of Visible People in a Queue,number-of-visible-people-in-a-queue,"Array,Stack,Monotonic Stack","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE1,VG9waWNUYWdOb2RlOjYxMDU0"
2076,Sum of Digits of String After Convert,sum-of-digits-of-string-after-convert,"String,Simulation","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjYxMDU1"
2077,Largest Number After Mutating Substring,largest-number-after-mutating-substring,"Array,String,Greedy","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjE3"
2078,Maximum Compatibility Score Sum,maximum-compatibility-score-sum,"Array,Dynamic Programming,Backtracking,Bit Manipulation,Bitmask","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjE0,VG9waWNUYWdOb2RlOjE5,VG9waWNUYWdOb2RlOjYxMDc4"
2079,Delete Duplicate Folders in System,delete-duplicate-folders-in-system,"Array,Hash Table,String,Trie,Hash Function","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjI3,VG9waWNUYWdOb2RlOjYxMDY1"
2097,Strong Friendship,strong-friendship,Database,VG9waWNUYWdOb2RlOjYxMDQz
2072,Maximum of Minimum Values in All Subarrays,maximum-of-minimum-values-in-all-subarrays,"Array,Stack,Monotonic Stack","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE1,VG9waWNUYWdOb2RlOjYxMDU0"
2098,All the Pairs With the Maximum Number of Common Followers,all-the-pairs-with-the-maximum-number-of-common-followers,Database,VG9waWNUYWdOb2RlOjYxMDQz
2083,Three Divisors,three-divisors,Math,VG9waWNUYWdOb2RlOjg=
2084,Maximum Number of Weeks for Which You Can Work,maximum-number-of-weeks-for-which-you-can-work,"Array,Greedy","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE3"
1295,Minimum Garden Perimeter to Collect Enough Apples,minimum-garden-perimeter-to-collect-enough-apples,"Math,Binary Search","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEx"
2086,Count Number of Special Subsequences,count-number-of-special-subsequences,"Array,Dynamic Programming","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz"
2073,Minimum Time For K Virus Variants to Spread,minimum-time-for-k-virus-variants-to-spread,"Array,Math,Binary Search,Geometry,Enumeration","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjM4,VG9waWNUYWdOb2RlOjYxMDY2"
1302,Delete Characters to Make Fancy String,delete-characters-to-make-fancy-string,String,VG9waWNUYWdOb2RlOjEw
2080,Check if Move is Legal,check-if-move-is-legal,"Array,Matrix,Enumeration","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjYxMDUz,VG9waWNUYWdOb2RlOjYxMDY2"
2081,Minimum Total Space Wasted With K Resizing Operations,minimum-total-space-wasted-with-k-resizing-operations,"Array,Dynamic Programming","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz"
1336,Maximum Product of the Length of Two Palindromic Substrings,maximum-product-of-the-length-of-two-palindromic-substrings,"String,Rolling Hash,Hash Function","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjU2NTk4,VG9waWNUYWdOb2RlOjYxMDY1"
2093,Check If String Is a Prefix of Array,check-if-string-is-a-prefix-of-array,"Array,String","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEw"
2094,Remove Stones to Minimize the Total,remove-stones-to-minimize-the-total,"Array,Heap (Priority Queue)","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjYxMDUw"
2095,Minimum Number of Swaps to Make the String Balanced,minimum-number-of-swaps-to-make-the-string-balanced,"Two Pointers,String,Stack,Greedy","VG9waWNUYWdOb2RlOjk=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjE1,VG9waWNUYWdOb2RlOjE3"
2096,Find the Longest Valid Obstacle Course at Each Position,find-the-longest-valid-obstacle-course-at-each-position,"Array,Binary Search,Binary Indexed Tree","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjI4"
2110,Employees With Missing Information,employees-with-missing-information,Database,VG9waWNUYWdOb2RlOjYxMDQz
2111,Binary Searchable Numbers in an Unsorted Array,binary-searchable-numbers-in-an-unsorted-array,"Array,Binary Search","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx"
2099,Number of Strings That Appear as Substrings in Word,number-of-strings-that-appear-as-substrings-in-word,String,VG9waWNUYWdOb2RlOjEw
2085,Array With Elements Not Equal to Average of Neighbors,array-with-elements-not-equal-to-average-of-neighbors,"Array,Greedy,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjYxMDQ5"
2100,Minimum Non-Zero Product of the Array Elements,minimum-non-zero-product-of-the-array-elements,"Math,Greedy,Recursion","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjMx"
2101,Last Day Where You Can Still Cross,last-day-where-you-can-still-cross,"Array,Binary Search,Depth-First Search,Breadth-First Search,Union Find,Matrix","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjIz,VG9waWNUYWdOb2RlOjYxMDUz"
2121,Find if Path Exists in Graph,find-if-path-exists-in-graph,"Depth-First Search,Breadth-First Search,Graph","VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjI0"
2120,First and Last Call On the Same Day,first-and-last-call-on-the-same-day,Database,VG9waWNUYWdOb2RlOjYxMDQz
2126,Count Nodes Equal to Sum of Descendants,count-nodes-equal-to-sum-of-descendants,"Tree,Depth-First Search,Binary Search Tree,Binary Tree","VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjMw,VG9waWNUYWdOb2RlOjYxMDU3"
2088,Minimum Time to Type Word Using Special Typewriter,minimum-time-to-type-word-using-special-typewriter,"String,Greedy","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjE3"
2089,Maximum Matrix Sum,maximum-matrix-sum,"Array,Greedy,Matrix","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjYxMDUz"
2090,Number of Ways to Arrive at Destination,number-of-ways-to-arrive-at-destination,"Dynamic Programming,Graph,Topological Sort,Shortest Path","VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjI0,VG9waWNUYWdOb2RlOjI2,VG9waWNUYWdOb2RlOjYxMDc2"
2091,Number of Ways to Separate Numbers,number-of-ways-to-separate-numbers,"String,Dynamic Programming,Suffix Array","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjU2Njk4"
2127,Employees Whose Manager Left the Company,employees-whose-manager-left-the-company,Database,VG9waWNUYWdOb2RlOjYxMDQz
2106,Find Greatest Common Divisor of Array,find-greatest-common-divisor-of-array,"Array,Math,Number Theory","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjYxMDY3"
2107,Find Unique Binary String,find-unique-binary-string,"Array,String,Backtracking","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjE0"
2108,Minimize the Difference Between Target and Chosen Elements,minimize-the-difference-between-target-and-chosen-elements,"Array,Dynamic Programming,Matrix","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjYxMDUz"
2109,Find Array Given Subset Sums,find-array-given-subset-sums,"Array,Divide and Conquer","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEy"
519,Widest Pair of Indices With Equal Range Sum,widest-pair-of-indices-with-equal-range-sum,"Array,Hash Table,Prefix Sum","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjYxMDY4"
2112,Minimum Difference Between Highest and Lowest of K Scores,minimum-difference-between-highest-and-lowest-of-k-scores,"Array,Sliding Window,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjU1ODIx,VG9waWNUYWdOb2RlOjYxMDQ5"
2113,Find the Kth Largest Integer in the Array,find-the-kth-largest-integer-in-the-array,"Array,String,Divide and Conquer,Sorting,Heap (Priority Queue),Quickselect","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjEy,VG9waWNUYWdOb2RlOjYxMDQ5,VG9waWNUYWdOb2RlOjYxMDUw,VG9waWNUYWdOb2RlOjYxMDY5"
2114,Minimum Number of Work Sessions to Finish the Tasks,minimum-number-of-work-sessions-to-finish-the-tasks,"Array,Dynamic Programming,Backtracking,Bit Manipulation,Bitmask","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjE0,VG9waWNUYWdOb2RlOjE5,VG9waWNUYWdOb2RlOjYxMDc4"
2115,Number of Unique Good Subsequences,number-of-unique-good-subsequences,"String,Dynamic Programming","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjEz"
2136,Find Cutoff Score for Each School,find-cutoff-score-for-each-school,Database,VG9waWNUYWdOb2RlOjYxMDQz
1979,Maximum Number of People That Can Be Caught in Tag,maximum-number-of-people-that-can-be-caught-in-tag,"Array,Greedy","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE3"
2143,Count the Number of Experiments,count-the-number-of-experiments,Database,VG9waWNUYWdOb2RlOjYxMDQz
2102,Find the Middle Index in Array,find-the-middle-index-in-array,"Array,Prefix Sum","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjYxMDY4"
2103,Find All Groups of Farmland,find-all-groups-of-farmland,"Array,Depth-First Search,Breadth-First Search,Matrix","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjYxMDUz"
2104,Operations on Tree,operations-on-tree,"Hash Table,Tree,Breadth-First Search,Design","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjI1"
2105,The Number of Good Subsets,the-number-of-good-subsets,"Array,Math,Dynamic Programming,Bit Manipulation,Bitmask","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjE5,VG9waWNUYWdOb2RlOjYxMDc4"
2122,Count Special Quadruplets,count-special-quadruplets,"Array,Enumeration","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjYxMDY2"
2123,The Number of Weak Characters in the Game,the-number-of-weak-characters-in-the-game,"Array,Stack,Greedy,Sorting,Monotonic Stack","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE1,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjYxMDQ5,VG9waWNUYWdOb2RlOjYxMDU0"
2124,First Day Where You Have Been in All the Rooms,first-day-where-you-have-been-in-all-the-rooms,"Array,Dynamic Programming","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz"
2125,GCD Sort of an Array,gcd-sort-of-an-array,"Array,Math,Union Find,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjIz,VG9waWNUYWdOb2RlOjYxMDQ5"
2141,Smallest Greater Multiple Made of Two Digits,smallest-greater-multiple-made-of-two-digits,"Math,Enumeration","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjYxMDY2"
2128,Reverse Prefix of Word,reverse-prefix-of-word,"Two Pointers,String","VG9waWNUYWdOb2RlOjk=,VG9waWNUYWdOb2RlOjEw"
2129,Number of Pairs of Interchangeable Rectangles,number-of-pairs-of-interchangeable-rectangles,"Array,Hash Table,Math,Counting,Number Theory","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjYxMDYy,VG9waWNUYWdOb2RlOjYxMDY3"
2130,Maximum Product of the Length of Two Palindromic Subsequences,maximum-product-of-the-length-of-two-palindromic-subsequences,"String,Dynamic Programming,Backtracking,Bit Manipulation,Bitmask","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjE0,VG9waWNUYWdOb2RlOjE5,VG9waWNUYWdOb2RlOjYxMDc4"
2131,Smallest Missing Genetic Value in Each Subtree,smallest-missing-genetic-value-in-each-subtree,"Dynamic Programming,Tree,Depth-First Search,Union Find","VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIz"
2152,The Number of Seniors and Juniors to Join the Company,the-number-of-seniors-and-juniors-to-join-the-company,Database,VG9waWNUYWdOb2RlOjYxMDQz
2153,Subtree Removal Game with Fibonacci Tree,subtree-removal-game-with-fibonacci-tree,"Math,Dynamic Programming,Tree,Binary Tree,Game Theory","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjYxMDU3,VG9waWNUYWdOb2RlOjYxMDcz"
2116,Count Number of Pairs With Absolute Difference K,count-number-of-pairs-with-absolute-difference-k,"Array,Hash Table,Counting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjYxMDYy"
2117,Find Original Array From Doubled Array,find-original-array-from-doubled-array,"Array,Hash Table,Greedy,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjYxMDQ5"
2118,Maximum Earnings From Taxi,maximum-earnings-from-taxi,"Array,Binary Search,Dynamic Programming,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjYxMDQ5"
2119,Minimum Number of Operations to Make Array Continuous,minimum-number-of-operations-to-make-array-continuous,"Array,Binary Search","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx"
2158,The Number of Seniors and Juniors to Join the Company II,the-number-of-seniors-and-juniors-to-join-the-company-ii,Database,VG9waWNUYWdOb2RlOjYxMDQz
2137,Final Value of Variable After Performing Operations,final-value-of-variable-after-performing-operations,"Array,String,Simulation","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjYxMDU1"
2138,Sum of Beauty in the Array,sum-of-beauty-in-the-array,Array,VG9waWNUYWdOb2RlOjU=
2139,Detect Squares,detect-squares,"Array,Hash Table,Design,Counting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjI1,VG9waWNUYWdOb2RlOjYxMDYy"
2140,Longest Subsequence Repeated k Times,longest-subsequence-repeated-k-times,"String,Backtracking,Greedy,Counting,Enumeration","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjE0,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjYxMDYy,VG9waWNUYWdOb2RlOjYxMDY2"
2142,Average Height of Buildings in Each Segment,average-height-of-buildings-in-each-segment,"Array,Greedy,Sorting,Heap (Priority Queue)","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjYxMDQ5,VG9waWNUYWdOb2RlOjYxMDUw"
2144,Maximum Difference Between Increasing Elements,maximum-difference-between-increasing-elements,Array,VG9waWNUYWdOb2RlOjU=
2145,Grid Game,grid-game,"Array,Matrix,Prefix Sum","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjYxMDUz,VG9waWNUYWdOb2RlOjYxMDY4"
2146,Check if Word Can Be Placed In Crossword,check-if-word-can-be-placed-in-crossword,"Array,Matrix,Enumeration","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjYxMDUz,VG9waWNUYWdOb2RlOjYxMDY2"
